,pdf_name,polarity
0,COMBINED-Q4-17-Shareholder-Letter-FINAL,0.17595762042190605
1,FINAL-Q1-18-Shareholder-Letter,0.12405277603241398
2,FINAL-Q1-19-Shareholder-Letter,0.1363519211485313
3,FINAL-Q1-20-Shareholder-Letter,0.12608617980193323
4,FINAL-Q1-21-Shareholder-Letter,0.15892634894867036
5,FINAL-Q1-22-Shareholder-Letter,0.14057583523729367
6,Final-Q1-23-Shareholder-Letter,0.13798097831507966
7,FINAL-Q2-18-Shareholder-Letter,0.11738317597153801
8,FINAL-Q2-20-Shareholder-Letter-V3-with-Tables,0.12430113483503312
9,FINAL-Q2-21-Shareholder-Letter,0.12659112129700367
10,FINAL-Q2-22-Shareholder-Letter,0.12187825647406485
11,FINAL-Q2-23-Shareholder-Letter,0.18605006477990355
12,FINAL-Q3-18-Shareholder-Letter,0.12248789373789375
13,FINAL-Q3-19-Shareholder-Letter,0.13773689640305495
14,FINAL-Q3-20-Shareholder-Letter,0.13038373802471548
15,FINAL-Q3-21-Shareholder-Letter,0.15627726047537374
16,FINAL-Q3-22-Shareholder-Letter,0.15110472237343492
17,FINAL-Q4-18-Shareholder-Letter,0.1640967048670537
18,FINAL-Q4-19-Shareholder-Letter,0.1470546052863126
19,FINAL-Q4-21-Shareholder-Letter,0.11057834908855314
20,FINAL-Q4-22-Shareholder-Letter,0.1664275682976728
21,FINAL-Q420-Shareholder-Letter,0.15280405045773898
22,FINAL_Q2_15_Letter_to_Shareholders_With_Tables_,0.13888314536340846
23,FINAL_Q3_15_Letter_to_Shareholders_With_Tables_,0.120015622577606
24,FINAL_Q3_Letter,0.13244023350386988
25,Investor-Letter-Q1-2012,0.13588634453120427
26,Investor-Letter-Q2-2012-07,0.10925045554607594
27,Investor-Letter-Q3-2011,0.11074290666598355
28,Investor-Letter-Q3-2012-10,0.17320810168398995
29,Investor-Letter-Q4-2011,0.1470924971176227
30,Investor-Letter-Q42012-01,0.13708059946316734
31,Investor_Letter_Q12013,0.14249568035230853
32,July-Investor-Letter-1130am,0.15323558575607746
33,July2014EarningsLetter_7,0.11996802786415468
34,Q1-11-Letter-to-shareholders,0.08654808959156783
35,Q114-Earnings-Letter-4,0.13354051656803947
36,Q116LettertoShareholders_W_TABLES_,0.13934218936256976
37,Q117ShareholderLetterV2FINAL,0.10295969696969688
38,Q1_15_Earnings_Letter_final_tables,0.10058169760224554
39,Q2-19-Shareholder-Letter-FINAL,0.1231199190090035
40,Q213-Investor-Letter,0.15088547417494788
41,Q216LettertoShareholders_FINAL_w_Tables,0.12871597769987342
42,Q2_17_Shareholder_Letter,0.1629250763666348
43,Q313-Earnings-Letter-10,0.13139667399382418
44,Q3_14_Letter_to_shareholders,0.1471721192127819
45,Q3_17_Shareholder_Letter_COMBINED,0.14881121381121373
46,Q4-13-Letter-to-shareholders,0.13733959999948378
47,Q416ShareholderLetter,0.12291975881261588
48,Q4_14_Letter_to_shareholders,0.16222127810970777
49,Q4_15_Letter_to_Shareholders_-_COMBINED,0.12485078399691076
